account_key,bank_key,account_number,entity_id,laundering_sent_count,laundering_received_count,laundering_participations
102364,40492,8036AD910,2AA1CC483E0,1,0,1
102483,119700,80D6537B0,2AA1F953180,0,1,1
102497,32192,801467130,2AA1CBA6800,1,0,1
102604,16898,810B273D0,2AA1F148FC0,1,1,2
102653,995,8320B2360,2AA1FCCA660,0,1,1
102663,115728,84DE76361,2AA1D8AEFB0,0,1,1
102696,93220,804DD1CE0,2AA1E560670,1,0,1
102732,1509,800186270,2AA1EA117B0,1,0,1
102770,25878,822684F70,2AA1DB99890,0,1,1
102774,34401,8024300F0,2AA1CC80600,1,1,2
102937,62425,80AF3F620,2AA1EF1C5F0,1,1,2
103080,104262,80C053140,2AA1D21D7C0,1,1,2
103242,67162,819A1B5F0,2AA1E946DD0,1,0,1
103277,87175,83C10BE70,2AA1EAB1950,1,0,1
103355,27717,803F80D00,2AA1CAC1180,1,0,1
103493,111766,83C6994B0,2AA20716820,0,1,1
103562,16638,80BDB9FC0,2AA1ED0B6B0,1,1,2
103579,47632,81604B0C0,2AA1E5CCCD0,0,1,1
103600,119099,81A790740,2AA1F6D7DF0,17,22,39
103649,87057,837B70350,2AA2001B1A0,0,1,1
103721,23444,800B23A60,2AA20774EE0,1,1,2
103759,67144,8016AF660,2AA1CC33160,1,1,2
103783,105710,8437661F0,2AA20462250,0,1,1
103899,55493,80D358890,2AA1EF40B40,0,1,1
103930,119099,81A790790,2AA1F764490,20,16,36
104038,26743,81B586BB0,2AA1F7C8C50,1,1,2
104050,43216,8154439B0,2AA1F396310,0,1,1
104102,76125,821B93B40,2AA2060FA20,1,1,2
104121,109952,80E342E40,2AA1E5C2A10,1,1,2
104135,29859,829C3DE40,2AA1FB941F0,1,0,1
104140,44835,808876540,2AA1E73EB50,0,1,1
104209,94408,8107CE9D0,2AA1E8A34B0,1,0,1
104213,15634,8068B67D0,2AA1E173C50,1,1,2
104225,115409,8039DEF50,2AA1CD29AC0,0,1,1
104243,19917,819BA7DE0,2AA2083ADB0,0,1,1
104267,1628,817A32660,2AA20843BF0,1,1,2
104281,20413,844984AE0,2AA1DFF8490,0,1,1
104341,21027,81D88DAF0,2AA1F7E6CB0,0,1,1
104416,81280,81622D380,2AA1CDDCAC0,0,1,1
104432,49018,81530F310,2AA1EE82120,0,1,1
104464,107957,810C24F90,2AA1F273CA0,1,0,1
104493,36834,84F5770A0,2AA202F6D10,0,1,1
104495,121675,81378EDA0,2AA1F3C51D0,1,0,1
104583,93281,82EB1DAB0,2AA1F519240,0,1,1
104594,16523,8117B6FB0,2AA1E187F10,0,1,1
104638,102096,846DCBCC0,2AA1E953010,0,1,1
104647,87597,8039A5940,2AA208267E0,0,1,1
104716,8536,827CB10D0,2AA1F04A580,0,1,1
104748,85402,816B06750,2AA1CA6E590,0,1,1
104841,118024,81B39E9F0,2AA20755980,0,16,16
104842,121711,80D464070,2AA207BE2E0,1,0,1
104941,99089,801931F10,2AA1EE196D0,1,0,1
104997,60003,804AE2D10,2AA1CE795A0,0,1,1
105072,58210,80074B4B0,2AA1E84A070,0,1,1
105082,98854,822C61BB0,2AA1F90E200,1,0,1
105086,48841,80F0865B0,2AA1F3900E0,0,1,1
105131,81566,8002CD3C0,2AA1E5AB110,0,1,1
105161,50630,80D921150,2AA1EF6B2E0,1,1,2
105235,40719,81797DDE0,2AA207A9C00,1,1,2
105324,80196,83E43FC70,2AA206E3AB0,0,1,1
105408,54664,822286580,2AA1F8AA020,13,11,24
105438,34838,84EF5AD10,2AA20708C10,0,1,1
105447,95738,84F59CD91,2AA1D8AEFB0,1,0,1
105482,64141,807049A90,2AA1E664DB0,1,0,1
105614,25097,805B33C30,2AA1E26AF50,0,1,1
105671,119390,813826740,2AA1F4AA660,1,0,1
105774,15982,83009C860,2AA205ADC20,0,1,1
105832,16872,80F7EDE70,2AA205E9160,1,1,2
105911,7747,83BA04780,2AA20145130,0,1,1
105926,88167,826513380,2AA2064F440,0,1,1
105944,9845,842711800,2AA1F2857A0,0,1,1
106008,61976,80B80C810,2AA1F2B04A0,1,0,1
106023,68135,806444610,2AA1E56AE50,1,1,2
106107,49864,811899130,2AA1F050360,1,1,2
106108,30584,8007D7A30,2AA206E68D0,1,1,2
106131,45150,8044B0FB0,2AA20568410,0,1,1
106160,67110,844383340,2AA205C4CA0,0,1,1
106170,77966,8040263C0,2AA20830EC0,0,1,1
106217,111641,803B374C0,2AA1CED6B00,0,1,1
106273,16121,807DA3650,2AA1E1215F0,1,0,1
106329,32192,8068E7CE0,2AA20547C70,1,1,2
106410,108340,8352CB8F0,2AA1D461A70,0,1,1
106498,49482,83E781B90,2AA202F6690,0,1,1
106576,52333,80F904020,2AA1EA6A050,1,1,2
106588,22246,814DC5020,2AA1F51E2C0,0,1,1
106600,94900,83AA671A0,2AA200E8D50,0,1,1
106604,39026,813553720,2AA1F436D90,1,0,1
106664,49512,8216DA730,2AA1F2997C0,1,0,1
106882,116697,8096ACEE0,2AA1CDD34A0,0,1,1
106916,116103,8391995F0,2AA1EB25E90,0,1,1
106935,59451,8062036F0,2AA1E547670,1,0,1
106972,87649,80DA86500,2AA1F018600,1,1,2
107019,74468,806D37910,2AA20782060,1,0,1
107062,111698,80343DA10,2AA1CDC83E0,1,0,1
107082,108940,80B87ACA0,2AA1E4F2210,1,1,2
107127,38702,829A108B0,2AA1EBA14D0,1,0,1
107160,15648,831700D30,2AA1FDDFE30,0,1,1
107231,86940,83ADCCF40,2AA1F2E1960,1,0,1
107245,38919,83B51E340,2AA1DA42B50,1,0,1
107303,70958,807B26350,2AA1E735C30,1,0,1
107308,31413,81B0EC850,2AA1D0CC1A0,1,0,1
107309,11994,8139D0650,2AA1D0850C0,1,0,1
107356,97716,816406AE0,2AA1F5493C0,1,0,1
107359,932,82C770860,2AA1EC99E10,1,0,1
107430,78961,804096FF0,2AA1CFAF480,0,1,1
107489,19845,81617A600,2AA1F57A580,1,1,2
107588,62571,80BB8C420,2AA1EEE5C60,1,1,2
107607,10450,819254BA0,2AA1F5E0980,1,0,1
107665,72683,81C5AD6B0,2AA1F696650,1,0,1
107676,19311,845E37AB0,2AA20475DF0,0,1,1
107717,116213,841C0AF40,2AA208581B0,0,2,2
107816,75900,804CDB750,2AA1D0A83A0,1,1,2
107819,78544,80BA4D6E0,2AA1ED98D90,0,1,1
107866,100292,802B3C560,2AA1E384730,1,1,2
107867,26937,801B673E0,2AA1E1D51F0,1,1,2
107928,2941,831575FF0,2AA1FE00EB0,1,0,1
108039,54486,84199BE90,2AA202D0DB0,1,0,1
108073,96608,80131D720,2AA1EB9DE90,0,1,1
108111,119455,803616920,2AA1E17BD10,0,1,1
108112,18992,800186CA0,2AA1E0EA2A0,0,1,1
108117,42348,816757B20,2AA1D2B7C40,1,1,2
108164,73129,80CAEF830,2AA20746460,0,1,1
108286,116098,846EA8E50,2AA203D8CB0,1,0,1
108303,32260,8019C0ED0,2AA1E2C0F90,1,0,1
108402,11088,819B4EFF0,2AA1EAA2D10,0,1,1
108403,25664,83B83B8F0,2AA20739BE0,0,2,2
108423,74182,8289838F0,2AA20749940,1,0,1
108565,46637,82C66A190,2AA1ECD6930,1,0,1
108679,37433,8014CE830,2AA205B4960,0,1,1
108714,41489,800E9DAB0,2AA1CB40AC0,0,1,1
108728,70487,81E256DC0,2AA204AB6F0,1,0,1
108756,74454,838EB6040,2AA206E5890,0,1,1
108773,89234,8140FFD40,2AA1F4A45A0,1,0,1
108794,27147,80533DC50,2AA2077C040,0,1,1
108819,119917,80705C0D0,2AA20697A80,0,1,1
108844,104402,81643AFE0,2AA206A8F80,0,1,1
108852,101323,81753E660,2AA207B14E0,0,1,1
108854,87951,820F056E0,2AA20666EC0,0,1,1
108890,101323,8004BE660,2AA20482B30,1,0,1
109002,98306,84D7F5900,2AA206821E0,0,1,1
109007,51014,851A0BF80,2AA1F9F1BC0,0,1,1
109139,45150,805A30CA0,2AA20157A50,0,1,1
109382,112941,81D4ADBE0,2AA1E5F54B0,1,2,3
109462,7470,83FBBA2F0,2AA1E19E270,1,0,1
109522,116285,80740C800,2AA1E3B3790,0,1,1
109527,34181,807005A80,2AA1CF58DC0,2,0,2
109549,1628,815BB2C90,2AA1FE6FC10,0,1,1
109661,82273,8036013B0,2AA1EACE450,1,1,2
109754,39636,81FB196C0,2AA1E10DD70,0,1,1
109756,16121,8001232C0,2AA1E4D7590,1,0,1
109770,35367,83B5548C0,2AA200C8870,1,0,1
109773,75354,80F849EC0,2AA1F22AAE0,1,0,1
109837,93313,81F014FD0,2AA1D9F3E30,1,0,1
109844,76049,81D23CA60,2AA2056EE20,1,0,1
109915,74509,8046190E0,2AA1CFEBCC0,0,7,7
109986,45375,84BB47E80,2AA20604AC0,0,1,1
110052,53867,82B424110,2AA205BE7A0,0,1,1
110078,114632,81235D390,2AA205082B0,1,1,2
110208,106679,8010D7430,2AA1EB33A50,0,1,1
110270,69737,800ADE0C0,2AA204F78B0,1,0,1
110271,32192,800AE78C0,2AA207E4E40,0,1,1
110272,44076,84B5BF040,2AA20678980,1,0,1
110351,59701,82217E550,2AA1D888350,0,1,1
110447,78590,803E066F0,2AA20820A00,1,0,1
110473,37433,815DCEFF0,2AA1CAD2A80,1,0,1
110611,47023,822E8F320,2AA1F89C460,0,1,1
110643,92319,812B46820,2AA1D6F0310,0,7,7
110666,2232,81DCE5D30,2AA1EA54010,0,1,1
110741,80845,80ED0E0C0,2AA1F2DC4A0,0,1,1
110765,54779,8073EA6C0,2AA1E4106D0,0,1,1
110791,60665,8314F58D0,2AA1FCADE60,0,1,1
110804,36516,85159A751,2AA208AC7D0,1,0,1
110839,65331,81DCF2B50,2AA1EBE3A50,1,0,1
110876,63322,83CCD34E0,2AA1EAB3350,0,1,1
110922,31096,83DFCE7F0,2AA20667280,0,1,1
110949,58210,8007CBE70,2AA1E1651D0,0,1,1
111070,27823,807DCC610,2AA206849C0,0,1,1
111132,85571,822C64120,2AA1F94D760,0,1,1
111133,71115,84EF8F7A1,2AA1E405CB0,0,1,1
111152,57921,80C1BC620,2AA1E4A5FD0,0,1,1
111173,40479,81189BFA0,2AA1F230FA0,0,1,1
111223,74509,834319130,2AA206A8D40,0,1,1
111265,74075,803086F00,2AA1EC5E1B0,1,1,2
111307,122269,8053A7BC0,2AA1CD9A360,1,1,2
111364,107367,80D087CE0,2AA1F0936E0,0,1,1
111393,92270,841223EE0,2AA20279010,0,1,1
111423,117024,80F6D2B60,2AA1D4BA6F0,1,0,1
111454,76001,8326EA3F0,2AA1EF48E40,0,1,1
111576,115190,80CFA6C10,2AA205BCFC0,14,0,14
111636,74075,83E306FA0,2AA1F3AE550,0,1,1
111657,35010,8288988A0,2AA1EB1DE30,1,0,1
111727,103720,802BABF30,2AA1E1DE990,1,0,1
111735,75859,814CDAA30,2AA1CD352A0,1,0,1
111802,62820,80C28B9C0,2AA1D533570,0,1,1
111921,93284,81D481460,2AA1E449910,0,1,1
111932,76125,8206133E0,2AA1D7DBBD0,0,1,1
112002,87836,8118BB880,2AA1EFCD940,0,1,1
112024,93220,8082D1700,2AA1EEA2840,0,1,1
112060,91437,813567280,2AA1D3D7110,0,1,1
112080,59195,802F28690,2AA2080BD40,1,0,1
112101,80090,827E4A190,2AA1FAF15F0,0,1,1
112130,102880,8098AEB10,2AA1E91F890,1,0,1
112146,77073,802ADAB10,2AA1CC22080,0,1,1
112233,74075,800206F30,2AA1E6FE2D0,0,1,1
112249,24531,80FB49030,2AA1E90B050,1,0,1
112251,33928,808BEDDB0,2AA1E7AEEB0,0,1,1
112252,103813,83A979230,2AA1E714B10,1,0,1
112255,113446,800920BB0,2AA1E1284B0,1,1,2
112344,4590,80C201A40,2AA1F02D3E0,1,1,2
112346,3436,80BFA0B40,2AA1E8100F0,0,1,1
112417,32260,827640AD0,2AA1E2C5DF0,1,0,1
112420,43234,80F5B7AD0,2AA1D1B71A0,1,0,1
112528,109952,830042670,2AA1E9FFDD0,0,1,1
112711,33431,84B1FEB20,2AA1EEDC7E0,0,1,1
112770,14309,80E619E30,2AA1F332AF0,1,1,2
112894,65544,805C98E40,2AA1D0D5AE0,0,1,1
112943,111128,825F0BAD0,2AA207C3A00,0,1,1
112954,115637,80F4393D0,2AA1F21D660,0,2,2
112958,18992,800086950,2AA1EF0E620,1,0,1
112963,43669,832AA9AD0,2AA1DBD3C50,1,0,1
112992,76782,8143142E0,2AA20306DD0,0,2,2
113118,106016,851853600,2AA1E24AA10,0,1,1
113128,46133,849C06480,2AA205F4720,1,0,1
113181,78200,82BE41590,2AA20733B60,0,1,1
113183,83110,802D36410,2AA206EC470,1,0,1
113259,78590,8001065A0,2AA20516990,1,0,1
113264,20669,80F93D0A0,2AA1F0C74E0,1,1,2
113313,96620,839ABDBB0,2AA208035E0,1,1,2
113525,64746,804A13E60,2AA1E3038F0,1,1,2
113619,95288,8139FA380,2AA1E6AB270,1,1,2
113638,75418,810E45E00,2AA1F1DE8E0,0,1,1
113646,92825,8090A4880,2AA1E214A50,0,1,1
113650,73332,830286080,2AA1D5158F0,1,0,1
113749,25910,84B20B1A0,2AA206A2920,1,0,1
113757,51558,8021A90A0,2AA1E3F6C70,1,0,1
113824,111698,8094BC3B0,2AA1CDCAD20,0,1,1
113844,71077,82CFD0740,2AA1FC7C900,0,1,1
113866,32192,800AE6440,2AA20856D90,1,0,1
113882,98564,808D03EC0,2AA1D070360,0,1,1
114010,29309,83BF39A60,2AA2006A3F0,1,0,1
114162,35338,80C4C6380,2AA1E3A1AF0,0,1,1
114169,49929,84BF93700,2AA1D0BA5C0,1,0,1
114213,99762,82E0D3F90,2AA1FD1C180,1,0,1
114259,91213,800535020,2AA207125F0,0,1,1
114362,90833,804BF8BB0,2AA1D14F100,0,1,1
114364,85402,8015070C0,2AA2049D610,1,1,2
114484,52448,8009A9F50,2AA1E1ED6D0,1,0,1
114485,103720,804DAA1D0,2AA1E1DFBF0,0,1,1
114500,80362,80C2DB9E0,2AA1ED7B950,0,2,2
114710,83089,81192ED10,2AA1E6AC290,1,1,2
114749,8608,814FE99A0,2AA2082C060,1,0,1
114775,91319,802933F20,2AA2063DFA0,1,0,1
114786,61676,8105B3520,2AA1E5C58B0,0,7,7
114829,87649,805E07DB0,2AA1EF66CC0,1,1,2
114846,8404,803BDBBB0,2AA1CE5A7A0,1,0,1
114939,30751,81B954150,2AA1F21D780,1,0,1
115024,12582,818728960,2AA204B9ED0,1,1,2
115029,35524,822429BE0,2AA1E64B070,1,0,1
115050,89451,8388B88E0,2AA1DC07E50,1,0,1
115067,39915,8515CBFF0,2AA1EC459B0,0,1,1
115144,25696,822C87480,2AA20306B90,1,1,2
115226,19024,82AE4C890,2AA1F1BA700,0,1,1
115229,120494,80B338590,2AA1E5E1C30,1,0,1
115233,98644,840BBFC10,2AA1DA40430,1,0,1
115239,54327,805277A90,2AA1CBEF4C0,0,1,1
115327,41489,802F9C030,2AA2023B8D0,1,1,2
115434,47402,8200473C0,2AA1F821E00,1,0,1
115503,45292,82B237B50,2AA1FC193B0,0,1,1
115512,100711,83D7E62D0,2AA1D270560,0,1,1
115567,31201,843FA3060,2AA1E916ED0,1,0,1
115629,31290,838591C70,2AA1D19E500,1,0,1
115631,79056,800107470,2AA1CA7F800,0,1,1
115797,16413,80DC6FEA0,2AA201AB9A0,1,1,2
115799,7517,80775C920,2AA207EFF40,0,1,1
115807,37455,82EC50C20,2AA1F30F3E0,1,0,1
115872,4,80A705EB0,2AA1E5C99B0,1,0,1
115873,47867,84ECAA730,2AA1E0CF570,1,0,1
115907,90137,84090E0C0,2AA1EA1DD30,0,1,1
116001,83451,82193CA50,2AA1F87DB80,0,1,1
116081,29750,80F963270,2AA1F3618F0,1,0,1
116140,67525,82DF7FC80,2AA1FD6F650,0,1,1
116224,105954,810907D10,2AA1E4F2090,0,1,1
116242,40423,800FC2390,2AA1E2B8930,1,0,1
116302,4671,806B873A0,2AA1EF35F60,0,1,1
116368,117639,80B04E330,2AA1E2DA370,1,1,2
116413,115319,802B12FC0,2AA1E1A9410,1,0,1
116463,17091,80F00BFD0,2AA1EFF8B40,1,1,2
116532,29105,805BC7DE0,2AA207BA7E0,0,1,1
116574,74391,84F804E71,2AA208AC7D0,0,1,1
116576,102735,84C4B95F0,2AA219D3C80,0,1,1
116659,53685,826218990,2AA1E7A6F50,0,1,1
116701,102195,810008D90,2AA1F04D7C0,1,1,2
116728,85640,816BE9820,2AA1EE29B50,0,1,1
116823,23178,830E60130,2AA1FE266D0,0,1,1
116830,18992,800087530,2AA1EF02350,1,1,2
116912,10730,84E8955D0,2AA1EE91DC0,0,1,1
117072,88358,82E1B1170,2AA1EBA8FF0,1,0,1
117263,46307,809B61C20,2AA203C2A50,0,1,1
117329,29872,83FB01F30,2AA2016E800,1,0,1
117351,100943,80F6011B0,2AA1CF83960,0,1,1
117503,80188,81DBB0EE0,2AA207BE520,0,1,1
117517,97138,809E728E0,2AA1E876970,1,0,1
117576,72554,81FD79DF0,2AA1E305B70,0,1,1
117580,46607,82BB8F670,2AA207A1D00,0,1,1
117582,15896,8194D8FF0,2AA203945F0,0,1,1
117601,15892,81724A770,2AA1E766E90,1,0,1
117602,44123,8226EDCF0,2AA1E6C7D10,1,0,1
117719,31491,816DFA690,2AA207238C0,0,1,1
117835,5302,8302864B0,2AA2053F370,0,1,1
117871,116572,8168B0740,2AA1EEF38A0,0,1,1
117907,101398,81E0A66C0,2AA1F7680B0,1,0,1
117961,13845,8001874D0,2AA1E658990,1,0,1
117965,31455,824A4E7D0,2AA205F8D40,0,1,1
118042,103661,80B6C4B60,2AA1F071C60,1,1,2
118056,40694,80C2EB4E0,2AA1D134180,0,1,1
118067,8201,83938B370,2AA207F4A80,0,1,1
118069,90391,8090937F0,2AA205EFFC0,1,0,1
118101,23798,842A7AB70,2AA1F15EF60,1,0,1
118107,32260,8092C1070,2AA1E2C3F90,1,0,1
118229,62353,81CB27F10,2AA1EB6C110,0,1,1
118241,38008,80E37E620,2AA1EDB06F0,4,0,4
118299,110861,81EECA1A0,2AA1F84D6E0,0,1,1
118462,18992,8000872D0,2AA1EF25CE0,0,1,1
118464,46031,812492450,2AA1EAA3B10,1,1,2
118472,81792,802FF31D0,2AA1CEB8C00,2,0,2
118494,70291,82B9AC460,2AA1FC6E0C0,0,1,1
118526,40203,84ECB2860,2AA1DC1CF30,1,0,1
118636,121876,81E5F3080,2AA1EB57470,1,1,2
118722,112569,839ABB8A0,2AA1EDCA6B0,0,1,1
118756,31201,80B8A34A0,2AA1E914DD0,0,1,1
118761,38786,84C06DDA0,2AA1E0464F0,0,1,1
118823,114514,84555EC30,2AA1F0E53C0,1,0,1
118989,58151,847B8F1E0,2AA1EF97900,0,1,1
118991,116441,80D499F60,2AA1F0DFE80,1,0,1
119375,95927,81A4D52C0,2AA2026E010,0,1,1
119392,101875,83AC85440,2AA1DE45F30,0,1,1
119460,116910,815C52B50,2AA202EA130,0,1,1
119480,57176,812C9E7D0,2AA1CF98120,1,1,2
119566,60827,801D07670,2AA206AAA40,0,1,1
119567,54807,84A29E870,2AA205E3730,0,1,1
119626,115190,818C277F0,2AA1CD7E200,0,1,1
119679,113597,80B715C10,2AA1E2A7350,1,1,2
119733,9427,84E08B710,2AA1D533010,1,0,1
119822,90467,851804F31,2AA1DB3AB30,1,0,1
119914,67144,803FAE640,2AA20309710,1,1,2
119929,71794,80ACDB2C0,2AA1EFBFA40,1,0,1
120153,48805,84140BE80,2AA201FB530,0,1,1
120199,47147,802861C90,2AA1EDAC470,0,1,1
120242,72669,82AAB5510,2AA1D6471B0,1,0,1
120281,42365,8504361A0,2AA1E6730F0,0,1,1
120312,4117,833201B20,2AA1DC3FAF0,1,0,1
120371,97367,83AD01D30,2AA20047AB0,0,1,1
120378,50071,82FB48330,2AA1ECC78B0,1,0,1
120417,12450,81B787840,2AA1F78AEF0,9,11,20
120656,3100,81AEA26F0,2AA1CFC5E00,1,0,1
120658,19781,83AC45A00,2AA20121E70,0,1,1
120716,109471,845738A00,2AA1F2226C0,0,1,1
120719,45415,84D4A8200,2AA1E0CF9D0,1,0,1
120769,113446,8001A1210,2AA1E2F4C10,1,0,1
120848,68991,829124A20,2AA1D5009D0,1,0,1
121009,52908,802888A50,2AA1E315650,0,1,1
121019,23444,8031A2B50,2AA201CA5E0,0,1,1
121050,110124,812A9D7E0,2AA2084F530,0,1,1
121084,54813,81CD841E0,2AA1F7A5870,0,1,1
121155,54814,84CB2A6F0,2AA1E8E0650,0,1,1
121164,39289,829345670,2AA1DA18710,1,0,1
121279,55624,813B74F10,2AA2083D9D0,0,1,1
121283,56759,8435BD310,2AA203F7550,1,0,1
121368,111326,80C23B5A0,2AA1CB5FA00,1,0,1
121451,90553,81011D440,2AA1F160300,0,1,1
121478,81792,8037732C0,2AA20836730,1,1,2
121630,34541,803D83D60,2AA2071AC90,1,1,2
121637,67525,82E8FF9E0,2AA1FD04E80,1,0,1
121655,117639,8013CE660,2AA1E2D6830,0,1,1
121744,7155,83F8D6800,2AA206021E0,0,1,1
121858,77966,81D227320,2AA2029A870,0,1,1
121890,41332,81A7929A0,2AA1F6AB570,0,1,1
121912,23444,8025A2420,2AA2052A830,13,2,15
121919,76681,81613D6A0,2AA1F574260,1,0,1
122002,75134,82E844E30,2AA1D099A60,1,0,1
122026,101323,807B3F540,2AA207A9600,0,1,1
122120,64580,81E319250,2AA1CE755C0,1,0,1
122138,40073,8394E5760,2AA2070CCF0,1,0,1
122234,97716,816307B70,2AA1F53BC90,1,1,2
122256,50478,81204E7F0,2AA1F2B40A0,1,0,1
122316,97538,80F7A1F80,2AA1F175EA0,1,0,1
122325,9461,827E42A00,2AA1D370AF0,1,0,1
122370,3170,818907F10,2AA1F693A70,1,0,1
122377,116464,80821BB90,2AA1E183E90,0,1,1
122406,71165,80CD79890,2AA1D051EA0,3,0,3
122419,111498,8137637A0,2AA1F3C51D0,0,1,1
122428,98546,80362E9A0,2AA1EC5D1D0,1,0,1
122450,2070,81336F8A0,2AA2082D1A0,12,0,12
122529,30864,812187730,2AA1E76AE10,1,1,2
122533,106060,84911FEB0,2AA1E024450,1,0,1
122600,82574,81952F5C0,2AA1D319D90,1,0,1
122624,11446,835832850,2AA1FE77330,0,1,1
122631,88755,834070250,2AA1F2D44C0,0,1,1
122707,63479,8062E8D60,2AA202AD250,1,0,1
122754,59637,845808270,2AA203251F0,0,1,1
122781,26743,81D2875F0,2AA1F6AF9B0,1,0,1
122790,104344,804AB3970,2AA1CDA28A0,1,1,2
122879,41489,800B9C890,2AA1FDC8570,1,2,3
123047,97110,83D481430,2AA201797D0,0,1,1
123082,74075,8002878C0,2AA1E600530,1,0,1
123131,17329,80AA7A640,2AA1D369ED0,0,1,1
123223,78590,801807360,2AA20584C60,0,4,4
123351,12450,81D187700,2AA1F883660,0,1,1
123368,40431,81B300F00,2AA207461C0,1,1,2
123374,77354,81CFD8E80,2AA1F7C6AF0,1,0,1
123425,80628,8143B0C10,2AA1F37F420,1,0,1
123459,63676,82608CF90,2AA1F9C7CE0,1,0,1
123470,81280,80EE2CD10,2AA1CDDBF20,1,1,2
123481,70214,81DC5D720,2AA1F6AC110,0,1,1
123485,56207,84C4BF9A0,2AA205E39A0,0,1,1
123524,89187,8008AE920,2AA1CBB05A0,1,0,1
123569,2220,847CE38B0,2AA1DECC0F0,1,0,1
123614,14962,84D1E4F40,2AA206486E0,0,1,1
123639,38881,84363B440,2AA1DB330D0,0,1,1
123645,74454,8042372C0,2AA1CE09460,1,0,1
123674,104305,83C7DA350,2AA206957E0,0,1,1
123689,106945,8355A87D0,2AA1E43B770,0,1,1
123701,80845,82038F450,2AA1F169940,1,0,1
123802,1509,800507EF0,2AA1E812750,1,1,2
123843,72554,814779400,2AA1E9F8870,0,1,1
123869,82584,8221D3A00,2AA207D4180,1,1,2
123926,97510,8207AAF90,2AA20655840,1,1,2
123940,80362,80FA5B310,2AA1E89CB10,1,0,1
123990,78590,800487020,2AA205AF200,1,0,1
124053,71269,80D0CD3B0,2AA1E5F5ED0,1,0,1
124195,93382,80A47ECD0,2AA1E97E0F0,1,0,1
124314,75900,8086DA770,2AA204B79F0,0,1,1
124456,34816,813795790,2AA1D263E60,0,1,1
124488,66326,81CEA7CA0,2AA1F6B8940,1,1,2
124507,112191,822A9DD20,2AA1F242CC0,1,1,2
124726,119123,80B1980E0,2AA1E2445D0,1,1,2
124728,29317,806F679E0,2AA1E5DCFF0,1,0,1
124743,101585,82CAFF8E0,2AA1FBBECD0,0,1,1
124754,8400,8521B0BE0,2AA1DE85DD0,1,0,1
124770,107114,83E75E670,2AA20169670,0,1,1
124804,26743,81AE877F0,2AA1F6AD1F0,0,1,1
124816,83034,850694C00,2AA207490A0,0,1,1
124822,57792,824FC5C80,2AA20821920,0,1,1
124860,36198,83217F680,2AA1FD76510,1,0,1
124936,1509,800107C10,2AA1E100F00,1,1,2
124937,65619,83142E090,2AA1DB42AB0,0,1,1
124957,101975,81BCCCEA0,2AA1F6AAC70,0,1,1
125183,121508,81F928650,2AA1F750E50,1,0,1
125209,89187,80402EBE0,2AA20668EC0,0,1,1
125257,83110,8131B70F0,2AA20580620,1,1,2
125312,60506,80F255DF0,2AA1EFEF080,16,0,16
125369,77784,8217F6D80,2AA1F1F9B20,1,0,1
125378,99707,83EC2DE00,2AA1DF95D90,1,0,1
125384,91319,81C2B3580,2AA1D1EA620,1,0,1
125420,84936,80A1C1B90,2AA1E3A4990,1,0,1
125434,4671,800087A90,2AA1EF02470,1,1,2
125467,41489,801B9CA20,2AA204CE590,0,1,1
125483,41099,820906FA0,2AA20236310,1,0,1
125530,2060,814A32B30,2AA1EE62310,1,0,1
125537,74075,814507A30,2AA1F3D3750,1,0,1
125549,121829,84C78CC30,2AA219D3C80,0,1,1
125561,109673,831AA0330,2AA2066D260,0,1,1
125673,26817,80710C350,2AA1ED5C350,1,1,2
125675,100643,80FFDEED0,2AA1F27C220,0,1,1
125690,55748,81ABB6350,2AA1E215170,1,0,1
125708,71078,82CA225D0,2AA1FC7EA40,1,0,1
125886,85949,8327A4A80,2AA208357E0,0,1,1
125950,37226,8234C1210,2AA1F936E20,0,1,1
126002,100643,80DFDE920,2AA1EF9F240,1,0,1
126010,71525,84FB1DBA0,2AA205F3B20,0,2,2
126033,64580,819599630,2AA20670EE0,1,0,1
126133,86641,82CE10DC0,2AA1FC71EC0,1,0,1
126151,63303,817533140,2AA1D5908B0,0,1,1
126218,116592,813C111D0,2AA1D4B2550,0,1,1
126309,97280,81BD95070,2AA20795DC0,0,1,1
126316,113629,80E379FF0,2AA20683B60,1,1,2
126365,18992,80DA07A80,2AA1F049EA0,1,0,1
126422,41305,8043DE710,2AA1EBBE070,0,1,1
126510,90553,810D1DF20,2AA1F23F880,1,1,2
126516,15634,800637DA0,2AA1E16E610,0,1,1
126582,71452,80AB03830,2AA1E2892D0,1,0,1
126588,72631,8278923B0,2AA1D795DF0,1,0,1
126605,112312,81B6F7EC0,2AA207EB240,0,1,1
126653,6477,807142B40,2AA1E75CCB0,1,0,1
126658,5473,801A047C0,2AA1CC91C80,1,1,2
126715,49929,80BF13B50,2AA1D0B6180,1,1,2
126763,114546,81C083260,2AA204E4A70,0,1,1
126783,92903,8004BEF60,2AA1CB267A0,1,1,2
126859,106311,812098B00,2AA204F52D0,0,1,1
126881,89187,81B5AED80,2AA20578360,1,1,2
126883,28572,8026D9380,2AA20768160,0,1,1
126900,19231,80D433200,2AA1D1EE360,1,1,2
126970,91173,80C5CF990,2AA1D259620,0,1,1
126972,34838,8109DB810,2AA1CB788E0,0,1,1
127127,100231,81D254BC0,2AA1E4F4EB0,1,1,2
127129,103720,8093AAC40,2AA1E1E15D0,0,1,1
127158,120637,847FF2E50,2AA204F5A50,0,1,1
